price,price_sqft,bhk,location,total_sqft,floor_num
81,4252,3,other,1905,5
65,4167,3,other,1560,4
71,4931,3,other,1008,0
75,6173,2,other,850,1
82,6457,2,other,850,7
65,4947,2,other,789,7
65,4248,3,other,1530,7
80,5079,3,other,1250,3
60.9,4758,2,other,1280,8
72.5,4866,3,other,1490,5
58,4567,2,other,1100,10
82,4449,3,other,1150,3
75,3788,3,other,1500,11
60,4662,2,other,900,0
63,5185,2,other,850,0
90,5263,3,other,1197,0
95,6552,3,other,1450,4
55,4889,2,other,787,0
60,4762,2,other,882,0
95,7037,3,other,945,0
49.5,3548,2,other,1395,1
92,3993,3,other,1221,13
80,4846,3,other,991,5
65,5151,2,other,820,10
68,5620,2,other,728,11
54,3636,2,other,1039,0
93,5376,3,other,1038,2
80,6154,3,other,1300,4
75,5000,3,other,1050,0
85,5466,3,other,1555,3
1.08,5714,3,other,1050,4
85,3778,3,other,1800,3
75,6250,2,other,1080,4
60,5249,2,other,800,0
75,5952,2,other,1260,0
60,5455,2,other,1100,1
83,5461,3,other,1520,5
82,4556,3,other,1170,6
73.5,4200,3,other,968,2
61,4803,2,other,860,6
67,5678,2,other,1180,0
60,4444,2,other,1305,5
89,5069,3,other,1000,8
62.5,3610,3,other,918,1
62,54386,2,other,1026,1
80,6047,2,other,800,1
88.8,4949,3,other,1077,0
65.3,3700,3,other,968,4
62,4751,2,other,848,3
65,5556,2,other,1170,7
1,6006,3,other,1165,2
55,4365,2,other,1260,8
55,4527,2,other,850,0
72,4350,3,other,993,7
70,4828,3,other,1450,4
63,5185,2,other,1215,4
90,5714,3,other,1350,1
73,4771,3,other,1530,7
53,4711,2,other,1125,2
82,5522,3,other,1000,4
55,5116,2,other,770,10
1,7008,2,other,1427,14
70,4714,3,other,1485,9
1,5797,3,other,1035,13
56,4667,2,other,800,5
75,6410,2,other,684,4
80.7,4678,3,other,968,8
51,4435,2,other,717,5
78,5379,3,other,1450,14
63,5143,2,other,1225,6
95,9259,3,other,980,7
65,6687,2,other,972,2
66,4583,3,other,1440,7
55,4583,2,other,840,0
92,4829,3,other,1905,2
82,5714,3,other,1435,12
64.6,3881,3,other,915,0
76,5188,3,other,1465,8
55,4701,2,other,1170,6
78,6070,2,other,706,11
57,4762,2,other,1197,4
93,5439,3,other,900,12
54,4000,2,other,1350,0
63.5,4833,2,other,1314,0
90,4484,3,other,2007,0
82,6555,2,other,1251,1
72,4645,3,other,900,2
78,4946,3,other,1577,4
89.1,3300,3,other,2700,11
50,4386,2,other,1140,4
93,4957,3,other,1220,6
52,4622,2,other,900,1
55,4472,2,other,785,5
55,5238,2,other,750,6
71,4931,3,other,1440,12
70,5364,2,other,719,11
61,5174,2,other,1179,4
85,6746,2,other,1080,8
52.5,3889,2,other,945,0
79,4160,3,other,1107,14
74.2,5251,2,other,1413,0
93.5,5439,3,other,1719,0
1,5291,3,other,1890,0
82,7009,2,other,1170,4
60,4444,2,other,1350,0
55,4472,2,other,950,8
78,4509,3,other,918,7
1,5168,3,other,1935,6
64.5,3496,3,other,1845,0
65,4333,2,other,1050,0
90,6897,3,other,1305,2
75,5051,3,other,1485,6
75,5357,2,other,840,12
72,5426,2,other,1327,10
84,4855,3,other,1050,6
81,5000,3,other,1620,1
85,5000,3,other,1700,11
50,4167,2,other,1000,4
65,4319,3,other,900,10
59,5086,2,other,802,11
94,6160,2,other,900,1
88.8,4949,3,other,1795,10
87,5118,3,other,1615,4
80,4585,3,other,1745,6
55,4490,2,other,1225,3
70,5512,2,other,1270,5
85,4019,3,other,1300,8
82.3,4700,3,other,968,9
65,5909,2,other,1100,9
51,4048,2,other,1260,2
78.3,4471,3,other,1098,1
70,4861,3,other,1440,10
80,8696,3,other,1485,8
75,6173,2,other,729,12
52,4736,2,other,765,5
55,5009,2,other,756,7
51,4198,2,other,990,2
80,5387,3,other,1000,8
52,4217,2,other,863,0
53,6235,2,other,1215,10
60,4615,2,other,800,10
95,6032,3,other,1260,4
63,5263,2,other,1197,4
61,4586,3,other,1330,5
60,5249,2,other,1143,4
71.5,5543,2,other,721,10
95,5252,3,other,1180,4
72,6667,2,other,1080,8
95,6137,3,other,1548,1
82,5840,2,other,1404,1
74,3289,4,other,2100,4
80,5714,3,other,1400,3
70,5556,2,other,1260,9
96,5552,3,other,1729,12
67,4653,3,other,1080,3
1,5727,3,other,1746,7
62,5124,2,other,750,8
53,5048,2,other,650,5
51,4462,2,other,850,4
60,3831,3,other,930,5
50,5556,2,other,900,0
71.2,4189,3,other,960,11
65,4887,3,other,900,5
58,5421,2,other,810,5
95,4490,3,other,1164,11
75,6410,2,other,1170,10
68,5763,2,other,1180,2
50,4545,2,other,770,10
90,5117,3,other,930,10
55,3303,3,other,965,6
85,8134,2,other,1045,6
95,7540,3,other,1260,3
76,5375,3,other,1414,12
1.08,4706,3,other,2295,0
58,5331,2,other,1080,1
93,6624,3,other,1404,5
85,7556,3,other,1125,1
90,4255,3,other,1480,0
55,5000,2,other,720,12
70,8940,2,other,1305,11
67,5726,2,other,763,6
60,4598,2,other,1305,1
63,5469,2,other,1152,3
70,4861,3,other,1440,3
97,5706,3,other,1700,7
58,3662,3,other,1584,2
62,4000,3,other,1550,14
76,4856,3,other,1017,5
97,4686,3,other,2070,3
65,7081,2,other,918,7
74,6091,2,other,775,3
55,5093,2,other,882,0
52,5253,1,other,729,1
58,4882,2,other,1188,5
86,4465,3,other,1161,4
65,5417,2,other,1200,11
51.5,4240,2,other,1215,3
56,4094,2,other,1368,3
60,4000,3,other,1500,1
62,3626,3,other,1710,3
55,4527,2,other,1215,5
60,1832,3,other,2293,0
83,4743,3,other,968,8
1,4167,3,other,1650,0
59,3350,3,other,1760,6
92.5,5555,3,other,1665,7
72,5333,2,other,1350,3
85,6996,2,other,1215,10
90,6127,3,other,1469,1
1,5780,3,other,1730,11
65,5778,2,other,900,1
50,4630,2,other,1080,3
90,5625,3,other,1600,3
80,4444,3,other,1260,3
65,8125,2,other,650,5
85,5466,3,other,1555,3
66,4239,3,other,1557,13
68.8,3274,3,other,1500,3
70,5983,2,other,850,2
69,4822,2,other,1431,7
90,5625,3,other,1000,3
70,4667,3,other,1500,2
72,3673,3,other,1250,4
67,4967,2,other,971,6
65,4783,2,other,1359,2
65,4981,2,other,950,5
1.05,4907,3,other,1253,1
68,6244,3,other,1089,3
75,4688,3,other,1600,9
83,6028,2,other,1377,1
85,3864,3,other,1620,8
60,5556,2,other,900,1
50,4444,2,other,1125,5
62,5201,2,other,1192,0
95,8636,3,other,1100,4
75,5144,3,other,1458,8
72,5603,2,other,1285,4
1,5420,3,other,1845,8
62,5141,2,other,906,4
60,4246,2,other,1413,7
80,4233,3,other,1890,1
70,4986,3,other,1001,3
68,4521,3,other,1504,0
55,4074,3,other,1350,1
85,6538,3,other,1300,4
62,5103,2,other,1215,3
50,3984,2,other,1125,1
84,4941,3,other,1700,4
85,4393,3,other,1935,12
88,5029,3,other,1750,0
85,6054,2,other,1404,0
65,5778,2,other,1125,3
55,5933,2,other,927,1
70,2991,3,other,2340,3
64,4472,3,other,930,7
95,5278,2,other,1800,0
90,6207,3,other,1450,0
75,4491,3,other,1670,1
67,6020,2,other,1113,5
70,4714,3,other,1485,2
56,4609,2,other,1215,1
98.5,4309,3,other,1179,13
65,5233,2,other,1242,5
51.5,5109,2,other,1008,13
95,5278,3,other,1800,7
72,5714,2,other,1260,3
66,4314,3,other,1530,3
59,4014,3,other,1470,0
55,3868,3,other,1422,4
48,4848,2,other,990,4
85,5667,3,other,1000,2
60,6349,2,other,945,2
46,3385,3,other,1359,4
72,5714,2,other,1260,6
50,9259,1,other,540,3
60,4615,2,other,1300,2
1.1,7407,2,other,1485,9
58.5,4333,2,other,1350,9
90,4762,3,other,1890,5
57,4872,2,other,1170,3
65,5051,2,other,1287,2
75,6173,3,other,1215,2
65,5000,2,other,1000,14
56,5185,2,other,1080,6
70,6763,2,other,1035,2
50,4348,2,other,1100,7
75,3750,2,other,900,10
75,4409,3,other,1701,11
66,3800,3,other,972,14
80,4336,3,other,1845,2
60,5367,2,other,1118,8
55,7190,2,other,765,1
50,4630,3,other,1080,1
55,4825,2,other,1140,4
56,6481,2,other,864,9
60,5051,2,other,1188,10
55,4527,2,other,900,3
75,6173,2,other,1215,2
50,4789,2,other,1044,4
95,5706,3,other,1665,2
68.5,5213,2,other,810,1
51,4167,2,other,1224,2
67,5395,2,other,1242,9
50,7143,2,other,1250,11
50,2646,2,other,1665,4
51,5090,2,other,701,0
80,5556,3,other,1440,7
60,4831,2,other,869,0
50,4444,2,other,787,0
68,5667,3,other,1200,3
95,5675,3,other,1100,11
70,9333,2,other,800,1
75,6039,2,other,1242,4
50,4630,3,other,1080,2
77,6155,2,other,1251,1
60,6818,2,other,880,9
78,4815,2,other,729,4
67,6152,2,other,1089,2
51,3458,2,other,750,3
80,7797,2,other,1026,0
56,4553,2,other,713,7
55,4231,3,other,1300,4
66,6600,3,other,1000,0
75,4286,3,other,1750,5
70,5761,2,other,1215,3
60,6006,2,other,999,3
68,3400,3,other,2000,6
65,3824,3,other,1700,7
50,3817,3,other,1200,3
65,27448,2,other,623,6
90,5056,3,other,1500,12
50,3968,2,other,1260,4
65,14444,1,other,450,2
56,4978,2,other,1125,1
99,6667,3,other,1485,2
55,5820,2,other,945,2
60,5332,2,other,680,9
49,4776,2,other,1026,4
75,4808,3,other,1560,4
55,5093,3,other,1080,4
80,5099,3,other,1569,1
60,4662,2,other,1287,7
61,4710,2,other,950,8
90,6061,3,other,1485,4
75,4318,3,other,1737,0
80,6130,2,other,1200,4
97,4686,3,other,2070,3
1.1,6358,3,other,1104,11
75,6410,2,other,1170,5
77,5292,2,other,945,6
62,9480,2,other,621,6
65,4815,2,other,1350,3
60,6803,2,other,882,1
75,4386,3,other,1710,4
85,13178,1,other,645,4
75,6224,2,other,750,7
1,6242,3,other,963,1
62.5,6086,2,other,713,1
85,6513,3,other,1305,1
80,5926,3,other,1350,1
61,5422,2,other,675,8
66,6790,3,other,1737,14
79.7,6414,2,other,2484,12
54,4412,2,other,1107,3
76,8042,2,other,720,3
91,6128,3,other,1220,1
55,5500,2,other,1000,0
73,5551,2,other,1315,3
54,4688,2,other,1152,2
95,5064,3,other,1876,12
60,5000,2,other,1000,1
90,5319,3,other,1170,5
70,4667,3,other,1000,4
90,6122,3,other,1470,6
85,5724,3,other,1485,4
60,4938,2,other,1215,7
77,5133,3,other,1500,2
65,3587,3,other,1087,3
56,5185,2,other,1080,3
70,3457,4,other,2025,4
63,4242,3,other,1485,7
86.3,4423,3,other,1950,1
75,3546,3,other,2115,7
73,6577,2,other,900,7
71,5680,2,other,850,3
75,7576,2,other,990,2
82,5840,2,other,1404,2
52,2933,2,other,1225,0
57,3423,3,other,1394,1
1.1,6111,3,other,1800,1
60,5556,2,other,1080,0
60,3704,2,other,1350,1
55,3667,3,other,1500,3
58,3224,3,other,1799,4
60,4615,2,other,1300,6
47,4123,2,other,1140,1
60,5415,2,other,909,4
53,4446,2,other,700,7
84,4444,3,other,1890,8
65,5417,2,other,1000,2
65,5727,2,other,1135,5
68.3,3900,3,other,968,1
95,3998,3,other,2376,8
55,4889,2,other,1125,1
55,4889,3,other,1125,3
80,4706,3,other,1700,4
90,4865,3,other,1100,1
70,6250,1,other,1120,0
86,10750,2,other,800,6
75,4167,3,other,1800,4
70,4159,3,other,1000,9
72.5,4028,3,other,1800,14
95,6333,3,other,1500,0
50,4310,2,other,830,3
95,5441,3,other,1746,8
80,6130,2,other,750,2
98,5765,3,other,1700,3
53,4827,2,other,1098,7
54,5714,2,other,945,2
75,9259,2,other,810,3
83,6385,2,other,1300,1
74,5409,2,other,1368,1
90,5984,2,other,1504,9
58,4538,2,other,1278,9
47.5,4398,2,other,1080,1
71,7889,3,other,1188,4
62,5546,2,other,1118,8
75,5051,3,other,1017,2
74.5,6924,3,other,1076,9
80,4805,3,other,1665,4
1,6072,3,other,911,6
64,5079,2,other,1260,10
52,4127,2,other,700,10
60,4444,2,other,808,2
55,4889,2,other,1125,8
75,5051,3,other,1485,5
85,5459,3,other,1089,9
82,4686,3,other,938,7
58,3648,3,other,1590,10
95,8282,2,other,1147,4
55,3303,3,other,1170,4
65,6944,2,other,936,1
1.05,5185,3,other,2025,2
50,4307,2,other,1161,4
58,4143,2,other,1400,7
50,5556,3,other,900,11
75,6550,3,other,1145,3
60,4800,3,other,1250,8
95,5588,3,other,1700,1
68,7158,2,other,950,2
63,6300,2,other,1000,1
62,4844,2,other,1280,5
58,4957,2,other,760,4
1.1,7190,3,other,1050,5
58.5,3715,3,other,1575,3
59.5,4560,2,other,855,1
72,4114,3,other,1275,4
80,4571,3,other,963,6
79,7182,2,other,1100,3
80,5000,3,other,1600,2
65,5556,2,other,1170,2
58,7733,2,other,615,4
90,6536,3,other,1150,5
58,6444,2,other,875,7
51,4293,2,other,1188,3
1,5556,3,other,1800,1
60,4115,2,other,1458,5
50,5263,2,other,950,0
80,5161,2,other,1080,1
70,4828,3,other,1450,0
63,5185,2,other,1125,4
60,3350,3,other,1620,5
58,4414,2,other,1314,5
85,5276,3,other,1611,4
69,4842,2,other,1425,1
70,3794,3,other,1845,5
65,5882,2,other,1105,6
85,6899,3,other,1232,4
70,8974,2,other,780,9
51,5667,3,other,900,3
98,8066,2,other,729,0
60,5576,2,other,1076,3
56,4786,2,other,1170,1
85,4843,3,other,1755,9
65,4981,2,other,1305,1
88,4656,3,other,1890,10
65,8125,2,other,800,2
85,4293,3,other,1980,3
65,6468,2,other,1005,2
55,4280,2,other,1285,3
53,3533,2,other,1296,4
95,5572,3,other,1705,4
60,3788,3,other,1584,12
68,4518,3,other,1505,13
75,9259,2,other,648,2
75,6466,2,other,1160,9
70,6699,2,other,1045,2
55,5556,2,other,990,4
70,5185,3,other,1350,0
62,3626,3,other,1710,5
61,4984,2,other,1224,5
52,3467,3,other,1500,6
57,4368,2,other,1305,5
55,4400,3,other,1250,1
47,4974,2,other,945,2
54.5,4388,2,other,633,3
72,6000,3,other,933,4
55,4074,3,other,1350,21
1,5848,3,other,1710,4
75,5495,2,other,1365,7
62,5103,2,other,1215,7
90,7634,2,other,1179,12
65,5000,2,other,900,1
80,4681,3,other,1709,3
80,4938,3,other,1620,3
70,5833,2,other,950,5
75,5769,3,other,1200,6
50,5556,2,other,900,4
66,9565,2,other,690,0
72,6061,3,other,1188,1
65,5513,2,other,1179,10
48,4848,2,other,990,4
73,6239,2,other,1170,0
63,5147,2,other,1224,12
50,4789,2,other,1044,2
65,5556,2,other,900,0
58.5,4718,2,other,1240,7
90,7895,2,other,1140,7
89,5742,3,other,1550,7
70,5833,2,other,827,8
1.1,5904,3,other,1116,7
75,6818,2,other,700,13
89,6846,2,other,1000,1
90,4550,3,other,1978,5
65,6019,2,other,783,1
54.5,8258,2,other,660,4
71,6623,2,other,697,22
75,6250,3,other,927,13
51.8,4492,2,other,693,6
68,4942,3,other,1376,11
71,3463,4,other,2050,5
68,6391,2,other,700,4
91,5583,3,other,1250,8
75,6550,2,other,850,6
60,5000,2,other,1200,5
60,4054,2,other,1286,3
1,5698,3,other,1755,3
53.3,5014,2,other,637,6
50,4310,2,other,950,3
62,6624,2,other,936,1
60,5217,2,other,1150,0
75,8333,3,other,900,6
75,3704,3,other,1350,4
56,3889,2,other,1440,4
65,4333,2,other,1500,8
60,6061,2,other,990,10
74,4800,2,other,1542,6
80,7273,3,other,1557,7
72,4545,3,other,1080,7
55,8594,1,other,640,14
50,5556,2,other,900,3
54,3000,2,other,1800,5
1,5556,3,other,1800,9
52,4522,2,other,1150,10
57,4492,2,other,1269,3
53,5730,2,other,925,4
80,5926,3,other,900,4
52.7,4333,2,other,750,3
47,3730,2,other,1260,7
65,4981,3,other,1305,1
51,4533,2,other,1125,1
75,4845,3,other,1395,2
55,6111,2,other,900,0
52,6500,2,other,800,7
90,5263,3,other,1710,1
52,4727,2,other,605,11
56,4382,2,other,774,1
64,5926,3,other,1080,3
56.5,3498,3,other,1615,6
52,3985,3,other,1305,4
56,4480,2,other,750,1
92,4894,3,other,1880,12
54,4545,2,other,1098,1
60,4762,2,other,1260,4
1,6173,3,other,900,0
60,8889,2,other,675,4
75,5943,2,other,1262,12
85,4843,3,other,1755,3
75,4412,3,other,1700,6
70,4714,3,other,1485,4
95,6355,3,other,1495,4
70,5447,2,other,750,11
78,5253,3,other,1485,11
85,4985,3,other,1705,5
50,5669,2,other,936,0
56.5,7062,2,other,800,7
85,5449,3,other,1560,10
70,6481,2,other,1080,17
60,7500,2,other,800,0
60,7018,2,other,855,2
52,4598,2,other,632,7
55.8,3986,2,other,1400,0
72,4235,3,other,1700,6
1,4831,4,other,1710,3
50,4374,2,other,1143,1
62,5103,2,other,1215,3
54,4202,2,other,824,7
58,4854,2,other,1195,3
51,5100,2,other,1000,5
70,4118,3,other,1190,0
58,4618,2,other,880,4
80,5887,2,other,1359,5
86,4826,3,other,1782,2
76,5758,3,other,1320,9
64,6015,2,other,1064,5
72,4235,3,other,1700,0
55,5556,2,other,990,1
65,4815,3,other,1350,4
85,3400,3,other,2500,0
65,5778,2,other,1125,2
82,4238,3,other,1935,5
90,4255,3,other,2115,6
60,3810,3,other,1575,6
53,4711,2,other,1125,1
69,3932,3,other,1890,10
1.05,5556,3,other,1323,0
54,4655,2,other,710,10
77,4653,3,other,1655,1
95,5278,3,other,1440,0
55,6782,2,other,1188,3
92,5679,3,other,1620,11
66,3667,2,other,1800,9
76,5067,3,other,1500,0
67,5569,2,other,690,5
1.05,4861,3,other,2160,4
74,6325,2,other,1170,1
76.5,5667,2,other,1080,4
75,4505,3,other,1665,5
53,4711,2,other,1125,1
60,4938,2,other,1215,3
67.5,4219,3,other,1600,4
95,6032,3,other,1575,2
62,5180,3,other,1197,3
65,4815,2,other,1350,10
60,5000,3,other,1200,4
50,3928,2,other,1273,4
65,5349,3,other,1215,2
60,4444,3,other,1350,5
60,5556,2,other,1080,1
64,5153,2,other,1242,4
75,4532,3,other,1655,8
75,4167,3,other,1800,1
60,5089,3,other,1179,11
51.2,4516,2,other,1134,4
70,5636,2,other,927,1
90,5266,3,other,1100,7
1,10753,3,other,930,11
60,4246,2,other,1410,7
60,5000,2,other,1200,5
69,4432,3,other,1557,12
90,5882,2,other,1071,7
90,9474,2,other,950,1
60.5,3538,2,other,1710,5
68,5597,2,other,1215,5
50,5882,2,other,850,1
75,5172,3,other,1287,8
65,5394,2,other,1205,22
70,7407,2,other,945,2
60,9479,2,other,633,4
75,11111,1,other,675,2
70,4516,3,other,1050,3
90,5618,3,other,1602,2
62,5990,2,other,1035,1
68,9551,2,other,712,10
52,4736,2,other,657,6
95,6507,3,other,1460,10
75,4371,3,other,1031,1
52,3852,2,other,1350,0
64,3657,3,other,1750,5
88,5146,3,other,1050,2
65,3685,3,other,1764,4
52,5836,2,other,891,3
55,6051,2,other,909,6
75,4259,3,other,1761,0
76,4967,3,other,1530,4
72,4235,3,other,1700,2
72,5714,2,other,1260,9
60,6061,2,other,990,2
75,4167,4,other,1800,4
65,4783,2,other,1359,4
60,5000,2,other,1000,0
55,3134,3,other,1755,2
55,4074,3,other,945,0
81,6429,2,other,1260,6
67,6031,3,other,1111,6
59,4917,2,other,850,4
55,3667,3,other,1500,0
51,3656,3,other,1395,2
64,5311,2,other,697,17
84,4711,3,other,940,9
52,4127,2,other,1260,2
58,4774,2,other,1215,3
1.79,5902,4,other,1820,0
1.5,4480,4,other,2174,0
1.34,5793,3,other,1272,0
2.24,4525,4,other,2722,0
1.4,6298,3,other,2223,0
1.39,4197,4,other,1988,0
1.25,4978,3,other,1506,0
1.67,6750,3,other,2475,0
1.25,6775,3,other,1845,0
1.42,5009,4,other,1505,0
1.43,6030,4,other,2376,0
1.1,4889,3,other,2250,0
1.58,6767,3,other,1284,8
1.8,7500,3,other,2400,4
2.49,7150,4,other,2100,7
1.05,4667,3,other,1170,9
1,5698,3,other,1140,1
2.1,6625,4,other,1750,9
1.59,5400,4,other,1710,12
1.99,7000,3,other,1498,16
1.06,4583,3,other,2313,5
1.01,4900,3,other,1242,5
1.38,7000,3,other,1114,4
1.7,6098,3,other,1540,1
1.3,5534,3,other,1287,2
2.12,5500,4,other,2124,10
2.2,5301,4,other,2282,1
2.04,5300,4,other,2123,16
1.2,5455,3,other,2200,13
1.23,5300,3,other,1284,8
2.41,6271,4,other,2151,23
1.53,6500,3,other,1369,6
1.71,4850,4,other,1950,7
1.39,7300,3,other,1050,1
1.45,7005,3,other,1140,5
1.1,5000,3,other,1210,5
2.28,5500,4,other,2288,12
1.6,6049,3,other,1460,1
2.35,9743,4,other,1567,6
2.4,6216,4,other,2124,10
1,3643,3,other,2745,0
2.12,5500,4,other,2125,15
1.55,6294,3,other,1750,11
1.35,6923,3,other,1072,14
2.1,5439,4,other,2124,5
95,5149,3,other,1845,6
1.6,6891,3,other,2322,11
1.15,5201,4,other,1550,14
1.6,11985,3,other,1335,0
1.5,6460,3,other,1500,5
1.01,5771,3,other,1050,5
1.05,4773,3,other,1210,4
2.5,9259,3,other,1900,0
2,9183,3,other,2178,6
1,4911,3,other,1125,5
2.11,7687,3,other,2745,4
1.4,5719,3,other,1468,7
1.25,4902,3,other,2550,8
2.6,9720,4,other,2500,11
2.1,6783,4,other,1796,1
2.75,9191,4,other,2992,0
1.11,5551,3,other,1204,3
1.26,5714,5,other,2205,0
1.35,7500,3,other,1170,3
1.42,9392,3,other,1512,4
1.2,7600,3,other,1585,4
1.45,7073,3,other,2050,7
1.05,6679,3,other,1572,14
95,6552,3,other,1450,4
95,7037,3,other,945,0
1.05,6554,3,other,1121,0
2.5,10417,3,other,1240,1
1.1,6111,3,other,1250,9
1.2,4975,3,other,1242,0
1.6,8351,3,other,1916,4
1.85,5873,3,other,1850,2
1.1,6111,3,other,1080,4
1.05,4023,3,other,2610,6
1.1,5432,3,other,2025,8
1.55,7711,3,other,1401,11
1.48,7276,3,other,2034,4
1.75,8381,3,other,1368,5
1.8,8687,3,other,2072,3
1.05,5915,3,other,1120,9
1.3,4586,4,other,2700,1
1.2,7571,3,other,903,2
1.44,6857,3,other,1200,2
1,6006,3,other,1165,2
1.55,6379,4,other,1944,4
1.82,4000,5,other,4550,12
1.1,6051,3,other,1818,1
2.5,8409,4,other,2973,5
1,7008,2,other,1427,14
1.68,4800,4,other,2041,9
1.35,4100,4,other,1815,9
2.49,6917,4,other,1980,5
1.15,5897,3,other,1125,9
1.35,12273,4,other,2430,14
2.25,7568,4,other,2973,2
1.05,5691,3,other,1107,1
1.15,4331,3,other,1560,12
1.1,4882,3,other,2253,9
1.98,5500,4,other,2095,5
2.25,8333,5,other,1900,4
1.2,5882,3,other,2040,7
1.05,4200,4,other,1900,0
1.4,4000,3,other,1900,3
1.05,5556,3,other,1134,9
1.4,7527,3,other,1860,10
1.4,7368,3,other,1400,5
1,4728,3,other,2115,0
1.02,7407,2,other,757,4
1.06,7053,3,other,900,12
1.5,5010,4,other,2500,13
1.16,5500,3,other,2115,5
1.61,7778,3,other,1315,1
1.26,6259,3,other,1150,8
2.51,9055,4,other,2250,9
1.1,6358,3,other,952,11
2.08,6500,4,other,3200,1
2.29,8500,3,other,1485,5
1.21,6173,3,other,1050,5
1.15,5610,3,other,2050,9
1.25,7310,3,other,1710,3
1.44,5486,3,other,2625,0
1.04,5205,3,other,1998,0
1.3,3629,3,other,3582,0
1,5291,3,other,1890,0
1.85,6667,4,other,2775,9
1.15,7472,3,other,1539,12
1.75,5556,4,other,3150,5
1.4,7322,3,other,1055,10
2.53,7203,4,other,3515,0
1.3,6007,3,other,1298,2
1.98,6000,4,other,1820,10
1.55,8162,3,other,1899,3
2.15,5658,4,other,2500,8
1.4,6829,3,other,2050,4
2,6039,4,other,1700,3
1.8,6667,4,other,2700,3
2.1,10500,3,other,1230,2
1.1,7333,3,other,1395,9
2.35,8450,3,other,2781,1
1.11,3364,4,other,3300,5
1.51,8389,3,other,1080,2
1,5102,3,other,1900,8
1.05,6122,3,other,1110,1
1.47,7737,3,other,1206,3
1.2,6061,3,other,1125,4
1.05,6014,3,other,1222,4
1.31,6065,3,other,2160,7
1.35,6000,3,other,2250,2
1.5,6536,3,other,2295,3
1.1,6724,3,other,1107,10
1.68,6250,3,other,1553,3
1.1,5867,3,other,1200,10
1.1,7483,3,other,1000,8
1.3,7027,3,other,1500,2
1.4,4944,4,other,1665,12
1.4,7368,3,other,1900,4
1.55,8162,3,other,1899,2
1.15,5391,3,other,1350,5
1.3,6536,3,other,1989,7
1.05,5833,3,other,990,4
1.45,5894,4,other,2460,7
1.5,6522,4,other,1500,10
1.8,9091,3,other,1250,6
1.6,6349,5,other,2515,2
1.7,6746,4,other,1970,3
2.25,7568,4,other,1800,1
1.1,6111,3,other,1800,6
1.1,5820,3,other,1890,3
1.55,6739,3,other,1600,2
1.2,5000,3,other,1174,11
2.12,7623,3,other,2781,8
1.25,8170,3,other,1350,2
1.15,6519,3,other,1764,3
1.4,8235,3,other,987,8
95,7540,3,other,1260,3
1.08,4706,3,other,2295,0
2.35,6184,4,other,3800,0
1.14,3167,3,other,2148,13
2.5,7874,3,other,2222,0
1.1,5201,3,other,1480,0
1.3,4815,3,other,1620,2
1.04,6257,3,other,1892,7
1.2,5660,3,other,1336,12
1.26,6600,2,other,1450,5
97,4686,3,other,2070,3
1.25,5051,4,other,2475,10
1.15,6479,3,other,1775,10
1.1,7143,3,other,1240,3
1,4167,3,other,1650,0
1,5780,3,other,1730,11
2.21,8616,3,other,2565,11
1.35,6977,3,other,1350,1
1.05,4907,3,other,1253,1
1.5,7645,4,other,1665,0
1.76,11656,3,other,2598,3
1.16,6905,3,other,1050,12
1.2,8715,3,other,1377,10
1.65,8148,3,other,1114,10
1,5420,3,other,1845,8
1.95,8864,3,other,2200,1
2.5,10638,3,other,2350,4
1.25,9259,3,other,1350,2
95,5278,2,other,1800,0
2.25,9091,3,other,2475,10
1.12,5700,3,other,1974,0
1.65,9706,3,other,1575,2
1.25,5447,3,other,1191,11
95,5278,3,other,1800,7
1.5,6522,4,other,2300,10
1.22,6612,3,other,990,6
1.1,7407,2,other,1485,9
2,3414,5,other,5859,4
1.1,4527,3,other,1458,5
1.3,6005,3,other,2165,13
1.7,4722,6,other,3600,3
2.5,8627,4,other,1594,6
1.25,5342,3,other,2340,7
1.05,6696,3,other,1568,7
1.51,9928,3,other,1467,4
95,5706,3,other,1665,2
1.24,12412,3,other,1224,1
1.1,6433,3,other,1710,0
1.65,7066,3,other,1284,5
1.25,7508,3,other,1665,0
2.42,8500,3,other,2847,0
1.3,8105,4,other,1604,0
1.65,4459,3,other,3700,12
1.15,7099,3,other,1620,2
1.3,8667,3,other,1500,0
1.1,6607,3,other,999,12
1.3,5556,4,other,1485,4
2.31,8556,4,other,2700,4
1.1,5820,3,other,1890,5
1.6,8081,3,other,1980,5
1.51,5922,4,other,2550,3
2.3,7504,4,other,3065,2
1.5,8333,3,other,1700,2
97,4686,3,other,2070,3
1.1,6358,3,other,1104,11
1,6242,3,other,963,1
1.55,6458,3,other,1200,13
1.4,9396,3,other,1490,1
1.6,5333,4,other,2500,5
1.35,8333,2,other,1260,3
1.36,5000,3,other,1413,20
1.4,6667,3,other,2100,1
2.3,7667,4,other,3000,3
1.6,7048,4,other,2270,12
1.21,7506,3,other,1500,2
1.75,9044,4,other,1354,0
1.55,8201,3,other,1614,5
1.81,7287,3,other,1296,6
1.33,7778,3,other,1710,0
1.1,6111,3,other,1800,1
1.65,5914,4,other,2790,3
1.2,7500,3,other,1600,4
2.3,8576,3,other,1800,3
1.5,6098,4,other,2460,11
2.75,9094,4,other,3024,7
1.8,9174,4,other,1962,4
1.1,4989,4,other,1890,4
1.2,8081,3,other,1485,5
1.5,8333,3,other,1700,8
